old_name	name	source	shape	disposition	confidence	reason
zZbdSectionCallbackCtx	zZbdSectionCallbackCtx	src/GameZRecoil/zUtil/zbd.h:41	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zZbdManager	zZbdManager	src/GameZRecoil/zUtil/zbd.h:46	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PlayerGunFireController	PlayerGunFireController	src/GameZRecoil/zUtil/zsave_game.h:22	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PlayerAltWeaponBank	PlayerAltWeaponBank	src/GameZRecoil/zUtil/zsave_game.h:46	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PlayerGunFireSlot	PlayerGunFireSlot	src/GameZRecoil/zUtil/zsave_game.h:52	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PlayerProgressTargetSlotRuntime	PlayerProgressTargetSlotRuntime	src/GameZRecoil/zUtil/zsave_game.h:57	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PlayerPendingContact	PlayerPendingContact	src/GameZRecoil/zUtil/zsave_game.h:62	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PlayerPendingContactQueue	PlayerPendingContactQueue	src/GameZRecoil/zUtil/zsave_game.h:74	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
PlayerTimedHitStatus	PlayerTimedHitStatus	src/GameZRecoil/zUtil/zsave_game.h:81	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zUtil_PlayerStateStorage	zUtil_PlayerStateStorage	src/GameZRecoil/zUtil/zsave_game.h:95	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zUtil_SaveGameState	zUtil_SaveGameState	src/GameZRecoil/zUtil/zsave_game.h:423	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zVidRect32	zVidRect32	src/GameZRecoil/zVideo/zvid.h:22	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zVideoFxColoredLineRecord	zVideoFxColoredLineRecord	src/GameZRecoil/zVideo/zvid.h:36	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zVidD3DDriverRecordPartial	zVidD3DDriverRecordPartial	src/GameZRecoil/zVideo/zvid.h:189	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zVideo_TextureRecordPartial	zVideo_TextureRecordPartial	src/GameZRecoil/zVideo/zvid.h:197	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zVidImagePartial	zVidImagePartial	src/GameZRecoil/zVideo/zvid.h:207	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zVidHwApiDeviceRecordPartial	zVidHwApiDeviceRecordPartial	src/GameZRecoil/zVideo/zvid.h:229	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zVideo_SurfaceStatePartial	zVideo_SurfaceStatePartial	src/GameZRecoil/zVideo/zvid.h:243	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zVideo_SurfaceLockVerifyArgs	zVideo_SurfaceLockVerifyArgs	src/GameZRecoil/zVideo/zvid.h:254	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zVidTexturePackRecord	zVidTexturePackRecord	src/GameZRecoil/zVideo/zvid.h:266	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zVidTexturePackHeader	zVidTexturePackHeader	src/GameZRecoil/zVideo/zvid.h:272	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zVidTexturePackEntry	zVidTexturePackEntry	src/GameZRecoil/zVideo/zvid.h:280	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zVidPaletteRemapRecipe	zVidPaletteRemapRecipe	src/GameZRecoil/zVideo/zvid.h:288	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zVideo_SurfaceLockVerifier	zVideo_SurfaceLockVerifier	src/GameZRecoil/zVideo/zvid.h:299	class/interface	retained	Inferred or retained external spelling	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
zVideo_QuadBatchItemPartial	zVideo_QuadBatchItemPartial	src/GameZRecoil/zVideo/zvid.h:312	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zVideo_XyzVertex	zVideo_XyzVertex	src/GameZRecoil/zVideo/zvid.h:316	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zVideo_ColorRgbFloat	zVideo_ColorRgbFloat	src/GameZRecoil/zVideo/zvid.h:322	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zVideo_TexCoord	zVideo_TexCoord	src/GameZRecoil/zVideo/zvid.h:328	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zVideo_RenderClass	zVideo_RenderClass	src/GameZRecoil/zVideo/zvid.h:333	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zVideo_SortedPolyQueueEntry	zVideo_SortedPolyQueueEntry	src/GameZRecoil/zVideo/zvid.h:341	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zVideo_OverwriteQueueEntry	zVideo_OverwriteQueueEntry	src/GameZRecoil/zVideo/zvid.h:348	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zVideo_D3DRenderStateCacheLive	zVideo_D3DRenderStateCacheLive	src/GameZRecoil/zVideo/zvid.h:360	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zVideo_PixelPackParams	zVideo_PixelPackParams	src/GameZRecoil/zVideo/zvid.h:373	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zVideoFxPass3Element	zVideoFxPass3Element	src/GameZRecoil/zVideo/zvid_fx_pass3.h:11	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zVideoFxPass3RootElement	zVideoFxPass3RootElement	src/GameZRecoil/zVideo/zvid_fx_pass3.h:43	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zVideoFxPass3Slot	zVideoFxPass3Slot	src/GameZRecoil/zVideo/zvid_fx_pass3.h:61	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zVideoFxPass3Config	zVideoFxPass3Config	src/GameZRecoil/zVideo/zvid_fx_pass3.h:81	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
